"govtrust","humanid","globalid","ownestim","gender","age","income","edu","ses","scicons","trustsci","envid","extmotiv","intmotiv","politics","cri_2020","co_emissions","gini","hdi","CountryCode","pcpid","ccshare"
"42","93","9","69","1","36","8","3","9","67","66","51.5","59.2","53.8","46.5",44.17,14.2379,39.7,0.921,61,"4763",1
"75","80","65","55","1","33","8","3","7","90","95","88.75","5","86","39.5",44.17,14.2379,39.7,0.921,61,"4764",1
"100","89","92","97","2","37","6","4","10","80","77","97","94.2","76","77.5",44.17,14.2379,39.7,0.921,61,"4765",1
"63","64","61","52","1","37","5","4","7","59","62.5","59.5","58.6","55","43",44.17,14.2379,39.7,0.921,61,"4766",1
"56","49","49","46","1","34","6","3","5","45","49.5","47","50.6","48.2","37.5",44.17,14.2379,39.7,0.921,61,"4767",1
"40","100","82","64","1","42","4","3","6","97","96.5","99.75","12.2","98.4","22",44.17,14.2379,39.7,0.921,61,"4768",1
"9","92","79","52","2","37","6","4","5","83","87","71.25","20.6","80","54",44.17,14.2379,39.7,0.921,61,"4769",0
"34","84","22","80","2","67","5","3","4","69","96.5","52","19.6","77","53",44.17,14.2379,39.7,0.921,61,"4770",0
"27","64","72","42","2","53","4","3","5","67","77","74.5","10.6","68.6","",44.17,14.2379,39.7,0.921,61,"4771",1
"100","97","92","97","1","35","6","4","3","100","95.5","92.5","90.6","74.6","88.5",44.17,14.2379,39.7,0.921,61,"4772",1
"32","100","94","84","2","41","3","3","7","74","70.5","93.5","93.2","76.6","4",44.17,14.2379,39.7,0.921,61,"4773",1
"88","99","100","72","2","32","2","2","3","39","99","100","0","100","57",44.17,14.2379,39.7,0.921,61,"4774",0
"91","64","63","88","1","35","6","3","6","74","96","83.75","84.8","67.4","85",44.17,14.2379,39.7,0.921,61,"4775",1
"94","91","45","48","1","25","7","4","8","42","72.5","66.75","64.8","44.6","62",44.17,14.2379,39.7,0.921,61,"4776",1
"48","81","76","71","","32","5","3","3","72","74","69.25","63.4","64.8","47.5",44.17,14.2379,39.7,0.921,61,"4777",1
"61","54","67","55","1","46","5","4","6","54","58","51.75","61.2","46.4","26",44.17,14.2379,39.7,0.921,61,"4778",0
"61","88","83","46","1","32","8","4","5","76","75.5","82.5","24.4","85","72",44.17,14.2379,39.7,0.921,61,"4779",1
"98","91","100","99","1","40","5","3","9","98","96","99","77.8","80.2","98",44.17,14.2379,39.7,0.921,61,"4780",1
"17","25","25","39","1","26","5","3","8","56","50","59.25","49.2","53.8","55.5",44.17,14.2379,39.7,0.921,61,"4781",1
"54","90","89","70","2","22","4","3","6","61","54","82.75","40","73.4","60",44.17,14.2379,39.7,0.921,61,"4782",1
"75","89","63","66","2","39","4","3","4","68","81.5","80.25","35.2","76","13.5",44.17,14.2379,39.7,0.921,61,"4783",0
"69","90","77","86","1","38","","2","10","75","80","80.5","58.4","37.4","43",44.17,14.2379,39.7,0.921,61,"4784",1
"69","100","96","75","2","37","8","4","9","83","89","92.75","81.8","88","93",44.17,14.2379,39.7,0.921,61,"4785",1
"5","100","100","46","2","71","5","3","8","96","5","100","10.4","78.8","100",44.17,14.2379,39.7,0.921,61,"4786",0
"3","84","8","3","2","63","2","2","3","11","2.5","56.25","1","15.2","81.5",44.17,14.2379,39.7,0.921,61,"4787",0
"12","100","93","60","2","19","","3","4","67","82.5","100","23.4","74","44.5",44.17,14.2379,39.7,0.921,61,"4788",0
"54","98","100","87","","","","","","","84","89","27","58.6","",44.17,14.2379,39.7,0.921,61,"4791",1
"92","62","69","77","2","25","5","3","7","55","80.5","76.75","23.8","81.4","52.5",44.17,14.2379,39.7,0.921,61,"4792",1
"59","76","72","61","2","64","5","3","7","73","59.5","68.75","42","49.8","100",44.17,14.2379,39.7,0.921,61,"4793",0
"63","87","75","71","2","22","3","4","7","80","79.5","76.75","72","61","74",44.17,14.2379,39.7,0.921,61,"4796",1
"84","83","65","72","1","30","5","3","8","66","77","74","76.8","45.8","78",44.17,14.2379,39.7,0.921,61,"4798",1
"75","70","65","60","1","33","8","3","7","90","95","82.5","14","89","32.5",44.17,14.2379,39.7,0.921,61,"4799",1
"75","75","72","74","1","55","8","4","7","80","59.5","62.25","58.2","54.4","75.5",44.17,14.2379,39.7,0.921,61,"4800",1
"91","92","70","92","1","35","6","4","10","88","79.5","83.25","84.4","86.8","83",44.17,14.2379,39.7,0.921,61,"4801",1
"82","100","100","66","1","38","3","2","8","50","83","100","40","100","73.5",44.17,14.2379,39.7,0.921,61,"4802",1
"85","87","88","61","2","33","7","3","10","88","84.5","85.25","81.4","69.6","0",44.17,14.2379,39.7,0.921,61,"4803",1
"25","70","61","70","2","21","5","2","4","57","58.5","52.25","12.4","41.6","50.5",44.17,14.2379,39.7,0.921,61,"4804",0
"14","81","22","28","1","65","7","3","6","95","17","63","27.4","43.4","81.5",44.17,14.2379,39.7,0.921,61,"4806",0
"45","90","91","39","","22","5","3","5","91","87.5","68.5","12.2","49.8","9.5",44.17,14.2379,39.7,0.921,61,"4807",0
"82","86","82","81","1","47","5","3","7","81","82","85","85.4","69.2","80.5",44.17,14.2379,39.7,0.921,61,"4809",1
"39","100","100","30","2","26","3","3","7","99","100","100","10.6","100","0",44.17,14.2379,39.7,0.921,61,"4810",1
"50","100","50","70","1","56","4","2","5","80","80","86.5","18.8","73.2","53",44.17,14.2379,39.7,0.921,61,"4811",0
"37","81","91","69","2","43","6","3","3","65","74.5","72.5","9.6","65.8","71.5",44.17,14.2379,39.7,0.921,61,"4812",0
"21","90","11","40","1","53","6","4","6","54","29","62.5","2","2.8","85",44.17,14.2379,39.7,0.921,61,"4814",0
"50","50","50","40","1","22","3","2","7","40","55","50","50","50","52",44.17,14.2379,39.7,0.921,61,"4815",1
"","70","60","50","1","42","5","3","6","51","","70","0","53","71",44.17,14.2379,39.7,0.921,61,"4816",0
"0","95","0","52","1","47","","3","3","0","1","84","48.2","49.8","",44.17,14.2379,39.7,0.921,61,"4818",0
"71","64","72","63","1","45","5","3","8","72","70.5","71.5","26","37.2","59.5",44.17,14.2379,39.7,0.921,61,"4819",1
"20","70","43","53","","18","5","3","5","73","70","70","3.2","76","24",44.17,14.2379,39.7,0.921,61,"4820",1
"31","57","67","28","1","42","3","3","4","69","59","66","43.4","51.6","76.5",44.17,14.2379,39.7,0.921,61,"4821",0
"0","100","50","20","1","53","5","3","5","81","86","88","1.2","97.6","72.5",44.17,14.2379,39.7,0.921,61,"4822",0
"7","96","88","68","","24","5","3","3","99","98","94.5","3.8","83.8","",44.17,14.2379,39.7,0.921,61,"4824",0
"6","80","53","34","2","48","4","3","3","75","30","72.25","6.6","22.8","100",44.17,14.2379,39.7,0.921,61,"4825",0
"46","84","23","23","2","76","3","3","5","44","26","21.5","18.6","28.8","",44.17,14.2379,39.7,0.921,61,"4826",0
"40","100","100","62","1","30","4","3","3","99","87.5","80.25","17.8","87","50",44.17,14.2379,39.7,0.921,61,"4827",0
"40","100","100","80","2","59","2","3","6","95","98","100","3","99.6","12.5",44.17,14.2379,39.7,0.921,61,"4828",1
"35","91","46","67","1","22","1","3","5","53","72.5","61.75","56.2","52.2","65",44.17,14.2379,39.7,0.921,61,"4829",1
"56","58","74","57","2","22","6","3","8","94","86","70.5","65.4","46","45.5",44.17,14.2379,39.7,0.921,61,"4830",0
"62","77","71","70","1","51","4","2","6","80","72","60.25","38.6","56.8","42",44.17,14.2379,39.7,0.921,61,"4833",0
"87","79","80","82","1","35","5","4","7","75","78.5","73.25","17.4","47.4","51.5",44.17,14.2379,39.7,0.921,61,"4834",1
"49","64","63","60","2","42","1","3","1","51","52","63.25","69.4","60.2","53.5",44.17,14.2379,39.7,0.921,61,"4835",1
"0","100","34","54","1","18","6","2","5","47","38","31","67.6","53.8","75",44.17,14.2379,39.7,0.921,61,"4837",0
"94","100","98","66","1","30","7","4","7","96","98.5","98.75","28.4","99","36.5",44.17,14.2379,39.7,0.921,61,"4838",0
"68","98","89","69","1","33","4","2","10","66","72","81","29","32","21.5",44.17,14.2379,39.7,0.921,61,"4839",0
"31","80","36","51","2","42","5","3","5","71","78.5","76","19.8","84","58.5",44.17,14.2379,39.7,0.921,61,"4840",0
"60","80","61","33","1","52","5","3","4","75","86.5","49","14.8","52.6","71",44.17,14.2379,39.7,0.921,61,"4842",1
"20","45","21","35","2","40","5","3","5","45","49","16.75","7.2","22.4","49",44.17,14.2379,39.7,0.921,61,"4843",0
"37","74","90","50","1","32","6","3","7","87","85","94.25","6.6","93.2","50.5",44.17,14.2379,39.7,0.921,61,"4845",1
"74","100","100","76","1","66","3","3","3","94","98","99.75","1","98","9.5",44.17,14.2379,39.7,0.921,61,"4846",1
"51","59","60","30","","46","2","3","3","88","95.5","58.75","16.2","70","4.5",44.17,14.2379,39.7,0.921,61,"4847",0
"40","79","79","61","1","26","5","2","4","96","70","48.25","17.8","58.6","8",44.17,14.2379,39.7,0.921,61,"4848",0
"63","81","55","47","2","64","3","3","5","39","","69.5","26.4","49.8","48.5",44.17,14.2379,39.7,0.921,61,"4849",0
"46","67","55","56","2","60","4","3","7","52","56.5","62.25","54.2","51.8","52.5",44.17,14.2379,39.7,0.921,61,"4850",1
"48","91","95","96","1","18","5","3","5","89","89.5","93.25","84.8","69.8","96.5",44.17,14.2379,39.7,0.921,61,"4853",0
"8","98","56","62","1","74","3","3","2","94","99.5","98.25","3.2","90.2","3",44.17,14.2379,39.7,0.921,61,"4854",0
"7","55","19","50","1","41","6","3","6","35","40","53.25","31.2","46.4","84.5",44.17,14.2379,39.7,0.921,61,"4855",0
"39","100","70","73","2","29","4","3","4","100","100","88","6.8","78.6","0",44.17,14.2379,39.7,0.921,61,"4857",0
"53","89","57","42","2","59","5","4","3","67","75","38.25","7.2","30.8","38",44.17,14.2379,39.7,0.921,61,"4858",1
"80","100","95","60","2","50","1","3","5","60","80","93","16.2","92","46.5",44.17,14.2379,39.7,0.921,61,"4860",0
"2","80","13","30","2","46","4","2","2","65","69","57.75","4.8","43.6","52.5",44.17,14.2379,39.7,0.921,61,"4861",0
"62","79","73","78","1","48","5","4","6","70","69.5","81","79","69.2","50",44.17,14.2379,39.7,0.921,61,"4862",1
"71","98","61","52","2","56","7","3","8","71","85.5","71","1","85.8","2",44.17,14.2379,39.7,0.921,61,"4865",0
"53","71","71","63","1","68","5","3","4","52","81","55","50.6","45.4","54.5",44.17,14.2379,39.7,0.921,61,"4866",0
"70","99","80","45","1","72","6","3","6","97","99.5","98.25","1.6","98","3",44.17,14.2379,39.7,0.921,61,"4867",0
"","79","80","83","2","46","1","3","10","79","","79.5","82.2","69.2","",44.17,14.2379,39.7,0.921,61,"4868",1
"53","85","86","53","","39","","","3","87","82","57","20.2","49.4","46.5",44.17,14.2379,39.7,0.921,61,"4871",0
"63","91","78","87","1","52","4","2","5","89","84","87.75","84.8","77.2","74.5",44.17,14.2379,39.7,0.921,61,"4872",1
"","10","51","65","2","25","5","3","7","60","52.5","54.25","6.8","22.2","47",44.17,14.2379,39.7,0.921,61,"4873",1
"68","97","82","64","2","37","5","3","7","77","82.5","74.5","39.4","69.4","47.5",44.17,14.2379,39.7,0.921,61,"4874",1
"18","17","13","24","1","29","5","4","6","13","23.5","23.5","19","35.6","26",44.17,14.2379,39.7,0.921,61,"4875",1
"86","92","91","92","1","42","5","3","8","82","93.5","87","90.4","74.6","81.5",44.17,14.2379,39.7,0.921,61,"4876",1
"40","100","91","81","1","38","4","2","4","100","72","99.75","0","68.8","64.5",44.17,14.2379,39.7,0.921,61,"4878",1
"55","95","92","50","2","31","4","3","2","60","74","92.25","23","37.6","47.5",44.17,14.2379,39.7,0.921,61,"4879",0
"29","78","76","71","1","50","5","2","3","50","62","65.75","24","68.2","51",44.17,14.2379,39.7,0.921,61,"4880",0
"3","100","74","53","2","48","2","4","6","77","68.5","64.5","68","71.5","66",44.17,14.2379,39.7,0.921,61,"4881",0
"27","74","62","48","2","32","2","2","6","41","50.5","57.5","58.4","50.6","38",44.17,14.2379,39.7,0.921,61,"4882",1
"70","90","85","60","1","56","1","2","2","90","95","82.5","26","62","15.5",44.17,14.2379,39.7,0.921,61,"4883",0
"90","79","92","90","2","26","6","3","7","79","89","90.5","70","90.2","54",44.17,14.2379,39.7,0.921,61,"4886",0
"61","88","85","43","1","54","6","3","6","90","83.5","82.75","32.6","73.2","53.5",44.17,14.2379,39.7,0.921,61,"4888",1
"23","41","53","47","2","33","5","2","3","39","69","39","15.2","55.4","",44.17,14.2379,39.7,0.921,61,"4889",1
"100","85","91","89","1","73","4","3","5","90","99.5","88.75","43.8","84.6","13",44.17,14.2379,39.7,0.921,61,"4890",1
"1","61","15","25","2","62","5","2","4","95","4.5","5.25","1.2","8","77",44.17,14.2379,39.7,0.921,61,"4891",0
"50","71","72","50","1","41","2","3","2","50","74.5","87.25","47.8","59.2","",44.17,14.2379,39.7,0.921,61,"4892",0
"2","32","2","41","1","68","","3","5","30","1.5","73","1.2","13.8","90",44.17,14.2379,39.7,0.921,61,"4893",0
"87","50","35","19","1","52","4","2","5","75","57","19.5","13.2","15","88",44.17,14.2379,39.7,0.921,61,"4894",0
"55","84","64","53","2","46","5","4","6","82","73","50.75","59.2","52.6","26.5",44.17,14.2379,39.7,0.921,61,"4895",0
"58","86","50","80","2","51","4","3","6","39","75","68.75","47.6","59.4","22",44.17,14.2379,39.7,0.921,61,"4896",0
"41","100","100","82","2","63","2","2","3","100","94.5","100","0","80","53",44.17,14.2379,39.7,0.921,61,"4897",0
"56","71","40","52","2","40","4","3","6","60","51","64.75","62","51.6","58.5",44.17,14.2379,39.7,0.921,61,"4898",1
"67","74","76","50","2","40","6","3","5","59","64.5","79.75","10","52.4","9",44.17,14.2379,39.7,0.921,61,"4899",1
"100","99","96","100","2","30","5","3","4","100","99","99.5","78.8","71.2","2.5",44.17,14.2379,39.7,0.921,61,"4900",1
"35","72","61","45","2","48","5","2","5","97","79","83.75","27.4","89.2","53.5",44.17,14.2379,39.7,0.921,61,"4902",0
"50","80","75","50","1","23","6","3","8","99","100","95","0","96","10",44.17,14.2379,39.7,0.921,61,"4903",0
"60","99","6","51","1","23","5","3","5","71","96","6","15.8","25.6","49.5",44.17,14.2379,39.7,0.921,61,"4904",1
"59","100","83","66","","19","5","3","8","98","88","82","2.8","73.4","16.5",44.17,14.2379,39.7,0.921,61,"4905",0
"83","98","100","54","1","79","5","3","8","97","97","98.5","12.8","96.6","13.5",44.17,14.2379,39.7,0.921,61,"4906",0
"","67","62","41","1","22","5","3","6","83","86","89.5","27.8","85.2","82",44.17,14.2379,39.7,0.921,61,"4907",1
"45","45","47","36","1","25","","2","2","95","","34.5","45.6","46.4","54",44.17,14.2379,39.7,0.921,61,"4908",0
"88","73","82","72","1","25","5","2","4","45","69","81.75","12.8","75","24.5",44.17,14.2379,39.7,0.921,61,"4910",1
"91","95","91","75","2","77","5","3","4","80","96","80.25","17.4","91.2","46",44.17,14.2379,39.7,0.921,61,"4911",0
"7","89","92","28","2","45","2","2","3","72","25","91.25","18.4","36","52",44.17,14.2379,39.7,0.921,61,"4912",1
"54","89","86","55","1","53","3","2","2","89","84","79.25","10.2","85.4","49.5",44.17,14.2379,39.7,0.921,61,"4913",1
"1","10","1","30","1","70","5","3","5","41","1","4","0.8","0.8","100",44.17,14.2379,39.7,0.921,61,"4914",0
"28","60","28","51","1","19","8","3","7","92","34","41.5","65.2","42.2","84.5",44.17,14.2379,39.7,0.921,61,"4915",0
"42","47","52","42","2","20","","2","6","56","43","49.5","43.4","51.6","",44.17,14.2379,39.7,0.921,61,"4917",1
"33","69","64","68","2","44","4","3","3","53","78.5","57","19.6","45.2","66.5",44.17,14.2379,39.7,0.921,61,"4921",0
"15","100","3","10","1","75","5","4","5","30","10.5","46.5","11","9","97",44.17,14.2379,39.7,0.921,61,"4922",0
"83","97","59","51","1","72","5","3","5","83","91.5","80.25","25","69.8","20",44.17,14.2379,39.7,0.921,61,"4923",1
"51","66","58","50","2","41","5","3","7","68","71","75","12.2","78.2","49",44.17,14.2379,39.7,0.921,61,"4924",1
"0","81","0","20","1","59","6","3","5","6","2.5","47.5","0","0.4","53",44.17,14.2379,39.7,0.921,61,"4927",0
"79","64","87","64","1","47","4","2","4","57","71","79.5","73","63.6","59",44.17,14.2379,39.7,0.921,61,"4928",1
"29","18","46","31","1","63","5","3","6","70","18","11.25","10.2","24.2","15.5",44.17,14.2379,39.7,0.921,61,"4929",1
"52","81","72","71","2","66","3","2","4","40","51","77.75","21","45.6","81",44.17,14.2379,39.7,0.921,61,"4930",0
"79","100","94","75","2","61","4","3","4","85","97.5","98.5","0","75","34.5",44.17,14.2379,39.7,0.921,61,"4931",1
"75","93","87","76","1","34","6","3","6","75","73.5","80.5","5.8","24.2","6",44.17,14.2379,39.7,0.921,61,"4932",0
"3","100","52","57","2","27","5","3","4","94","50.5","95.25","5.6","86.4","61",44.17,14.2379,39.7,0.921,61,"4933",0
"0","49","61","18","1","56","6","3","5","36","14","48.5","17.6","71.2","59",44.17,14.2379,39.7,0.921,61,"4934",1
"40","82","81","76","1","41","5","2","3","79","66","84","49.8","87","65.5",44.17,14.2379,39.7,0.921,61,"4935",1
"8","93","83","62","2","48","3","3","5","84","82","87.5","32.4","87.4","55",44.17,14.2379,39.7,0.921,61,"4936",1
"10","100","90","20","2","24","4","3","3","100","100","100","20","100","11",44.17,14.2379,39.7,0.921,61,"4937",0
"61","88","78","74","2","35","4","3","6","67","72.5","62.75","28.4","34","96.5",44.17,14.2379,39.7,0.921,61,"4938",0
"76","67","79","60","1","24","2","4","4","61","69","63.75","65.8","57.8","55",44.17,14.2379,39.7,0.921,61,"4940",1
"73","94","91","50","2","67","8","3","5","73","88.5","93","4.8","82.6","17.5",44.17,14.2379,39.7,0.921,61,"4941",0
"18","71","68","70","2","41","2","2","6","67","75.5","73.75","26.8","66.2","47",44.17,14.2379,39.7,0.921,61,"4942",1
"6","72","2","13","2","68","5","3","5","51","7.5","37.5","2.8","11.6","100",44.17,14.2379,39.7,0.921,61,"4944",0
"42","76","42","37","1","28","4","2","3","52","51","39.25","32.4","26.2","49",44.17,14.2379,39.7,0.921,61,"4945",0
"45","95","95","99","2","42","5","2","3","78","81.5","97.25","33.6","83.2","51.5",44.17,14.2379,39.7,0.921,61,"4946",0
"37","70","67","80","2","24","5","3","7","77","","70","43.4","68","24",44.17,14.2379,39.7,0.921,61,"4947",1
"40","35","30","70","1","18","2","2","6","61","65","30","10","8","53",44.17,14.2379,39.7,0.921,61,"4948",1
"30","68","85","73","2","52","2","3","5","77","91","84.5","14.8","83.6","52.5",44.17,14.2379,39.7,0.921,61,"4949",1
"50","89","85","56","2","36","5","3","6","55","52.5","100","28.4","60.2","55.5",44.17,14.2379,39.7,0.921,61,"4950",0
"3","91","91","3","1","81","5","2","5","33","1.5","39.25","3.6","22","97.5",44.17,14.2379,39.7,0.921,61,"4951",0
"28","55","61","51","2","33","2","3","5","46","49","55.75","45.6","59","43",44.17,14.2379,39.7,0.921,61,"4952",1
"52","68","72","57","1","36","4","3","3","90","79.5","77.25","39.4","74","26.5",44.17,14.2379,39.7,0.921,61,"4953",0
"31","100","100","34","1","57","4","3","4","63","60","92.25","11.8","47.4","80",44.17,14.2379,39.7,0.921,61,"4955",0
"78","95","96","56","1","33","8","4","7","76","96.5","95.25","16.4","76.6","44.5",44.17,14.2379,39.7,0.921,61,"4956",1
"18","100","58","52","1","34","5","3","3","97","95.5","92.75","26.6","78.4","12",44.17,14.2379,39.7,0.921,61,"4957",0
"40","90","70","30","1","46","1","2","4","45","60","64.5","17.4","62.4","56",44.17,14.2379,39.7,0.921,61,"4959",1
"8","48","32","40","1","53","5","3","7","95","26","44.75","38.2","41","68",44.17,14.2379,39.7,0.921,61,"4960",0
"25","100","90","64","2","68","6","4","7","81","90","95.25","2.6","91.6","10.5",44.17,14.2379,39.7,0.921,61,"4961",0
"30","91","59","49","2","28","5","3","5","52","54","68.25","42.2","59","100",44.17,14.2379,39.7,0.921,61,"4962",0
"68","100","81","70","1","41","5","3","5","98","74","92.75","20.4","67.8","64.5",44.17,14.2379,39.7,0.921,61,"4965",1
"20","72","89","42","2","26","6","3","6","100","91.5","100","49","90.8","39",44.17,14.2379,39.7,0.921,61,"4966",1
"72","95","96","52","1","24","4","4","4","97","97","97","15.8","94.4","2",44.17,14.2379,39.7,0.921,61,"4967",0
"100","100","100","100","1","57","3","3","5","100","100","100","22","80","3",44.17,14.2379,39.7,0.921,61,"4968",0
"33","50","50","70","","19","6","3","6","100","86","69","0","100","0",44.17,14.2379,39.7,0.921,61,"4969",0
"13","50","46","33","2","23","4","2","4","71","50","62.75","7.8","63.8","51",44.17,14.2379,39.7,0.921,61,"4970",1
"51","82","61","51","1","80","4","3","6","81","60","83.5","35.8","84.6","89",44.17,14.2379,39.7,0.921,61,"4973",0
"1","21","34","48","2","51","5","3","2","39","16.5","50.5","10.6","30.2","49.5",44.17,14.2379,39.7,0.921,61,"4974",0
"4","100","100","42","2","22","4","2","2","90","97.5","82.25","5.2","96","0",44.17,14.2379,39.7,0.921,61,"4975",1
